Married,Female,White,Age,Edu,Poverty
N,N,Y,1,Y,1
Y,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,N,1,Y,1
N,N,Y,1,N,1
N,N,N,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,N,1
Y,N,Y,1,N,1
N,N,Y,1,Y,1
Y,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,N,1,Y,1
Y,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
Y,N,N,1,Y,1
N,N,N,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
Y,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
Y,N,Y,1,N,0
Y,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
Y,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,N,1,N,1
N,N,Y,1,Y,1
Y,N,Y,1,Y,1
N,N,N,1,N,1
Y,N,Y,1,N,1
N,N,N,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,N,1
Y,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
Y,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,N,1,N,1
Y,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,N,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
Y,N,N,1,Y,1
N,N,N,1,Y,1
Y,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,Y,1,Y,1
N,N,N,1,N,1
N,N,Y,1,Y,1
Y,N,Y,1,Y,1
N,N,Y,1,N,1
N,N,Y,1,N,1
Y,Y,Y,1,Y,0
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
Y,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
Y,Y,Y,1,N,1
Y,Y,Y,1,N,1
Y,Y,Y,1,Y,1
Y,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
Y,Y,N,1,Y,0
N,Y,Y,1,Y,1
Y,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
Y,Y,Y,1,N,1
Y,Y,N,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
Y,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
Y,Y,N,1,Y,1
N,Y,N,1,Y,1
Y,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
Y,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
Y,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,0
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,0
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
Y,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,N,1,Y,1
Y,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,0
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,N,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
Y,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,Y,Y,1,Y,0
N,Y,Y,1,Y,1
N,Y,N,1,N,1
Y,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
Y,Y,N,1,Y,0
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
Y,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
Y,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
Y,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,Y,N,1,N,1
N,Y,Y,1,Y,1
Y,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,N,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
Y,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,N,1,N,1
Y,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,Y,1
N,Y,N,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,N,1
Y,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
Y,Y,N,1,Y,1
N,Y,Y,1,N,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,N,1,N,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
Y,Y,N,1,N,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,N,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,Y,1,Y,1
N,Y,N,1,N,1
Y,Y,Y,1,N,1
N,Y,Y,1,Y,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,N,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,N,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,N,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,N,0
Y,N,Y,2,N,0
Y,N,Y,2,Y,0
Y,N,Y,2,N,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,N,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
